30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,EDA_Mean,EDA_Min,EDA_Max,EDA_Std,EDA_Kurtosis,EDA_Skew,EDA_Num_Peaks,EDA_Amphitude,EDA_Duration,HR_Mean,HR_Min,HR_Max,HR_Std,HR_RMS,temp_Mean,temp_Min,temp_Max,temp_Std,Stress
0.13257810576016704,0.1235340574233379,0.1151523900914595,0.1107874691101165,0.10956461187020727,0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10420225486846607,0.10702170963364988,0.03565596127015741,0.22401574770852606,0.5562347378180471,0.0,0.0,0.0,0.6415515840779848,0.6395663956639561,0.6432432432432433,0.10052547104926966,0.23506916156870586,0.8214913823425958,0.8212389380530967,0.8239436619718309,0.12042197952313262,0.0
0.1235340574233379,0.1151523900914595,0.1107874691101165,0.10956461187020727,0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10223778612914243,0.10362957937584794,0.023787586612910992,0.2459287265921177,0.5064599242061693,0.0,0.0,0.0,0.6429731925264006,0.6395663956639561,0.6432432432432433,0.08927029644661208,0.22929262395485814,0.8274709813577212,0.8283185840707956,0.8309859154929589,0.10502672750170096,0.0
0.1151523900914595,0.1107874691101165,0.10956461187020727,0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.10121284591732144,0.10167910447761196,0.01871699354428184,0.2391484269208755,0.5943858186113202,0.0,0.033423452040551735,0.0,0.6439209314920111,0.6409214092140925,0.6459459459459449,0.0833720633617319,0.15709268483185107,0.8323953570172353,0.831858407079646,0.8345070422535219,0.09944604372702348,0.0
0.1107874691101165,0.10956461187020727,0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.1003587290741374,0.09964382632293077,0.011283406028112905,0.1927283820043736,0.5043644638624455,0.0,0.0,0.0,0.6459518007040348,0.6449864498644979,0.6459459459459449,0.04137510326157744,0.13102435675227178,0.8377594090749199,0.8424778761061953,0.8397887323943669,0.0897388491020126,0.0
0.10956461187020727,0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.10018790570550057,0.09879579375848037,0.005734984908616579,0.31588340274289844,0.6307712602796154,0.0,0.0,0.0,0.6467641483888436,0.6449864498644979,0.6486486486486482,0.06609307397768496,0.1134704210457712,0.8431234611326062,0.8460176991150439,0.848591549295775,0.09517071494824528,0.0
0.10669429418208676,0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.09942508725595922,0.10018790570550057,0.09896540027137037,0.0077328556030388015,0.2049530737194588,0.5472488132181594,0.0,0.0,0.0,0.6497427565664768,0.6449864498644979,0.6513513513513516,0.09565461795083258,0.13102435675227178,0.8486633837495603,0.8513274336283185,0.8521126760563389,0.1158694549790583,0.0
0.1006309603675366,0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.09942508725595922,0.0997817539509328,0.10061496412709264,0.09913500678426046,0.005327072108591665,0.22634014863729635,0.5087315674998909,0.5,0.0,0.4088704088711018,0.6531275385865145,0.6531165311653115,0.6540540540540531,0.04782730897541629,0.1225620633258864,0.8552585297221249,0.8566371681415932,0.8591549295774659,0.11496833421858713,0.0
0.09370992807221644,0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.09942508725595922,0.0997817539509328,0.09946754757678944,0.10018790570550057,0.09913500678426046,0.009001212978420355,0.22053035359756235,0.5802012395177475,0.0,0.0,0.0,0.6542106688329277,0.6531165311653115,0.6540540540540531,0.0366463556558813,0.1035838481826568,0.8603587759409068,0.8637168141592921,0.8626760563380298,0.07846766420830886,0.0
0.08865714989342455,0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.09942508725595922,0.0997817539509328,0.09946754757678944,0.09915334120264607,0.10018790570550057,0.09837177747625514,0.0034736681842144853,0.2046614508126091,0.5977547747550279,0.0,0.0,0.0,0.6552937990793389,0.6558265582655824,0.6540540540540531,0.0382232574144923,0.08023570478810105,0.8638761871262757,0.8672566371681416,0.8661971830985921,0.0897719568626031,0.0
0.08454699083706274,0.08459794322205905,0.08984603887666975,0.09489032499129556,0.0983465951068726,0.10110651596083453,0.10424008763810222,0.10812096096198097,0.11258778671331636,0.11706310452881775,0.11965318409945902,0.11954278726530056,0.11953429520113446,0.11961921584279488,0.11675739021884045,0.11292746927995788,0.11194238983669758,0.11280008831746735,0.1123754851091654,0.11070254846845616,0.10822286573197347,0.1051911988246983,0.10282191292237396,0.10115746834583084,0.09995159523425357,0.09929770629346868,0.09942508725595922,0.0997817539509328,0.09946754757678944,0.09915334120264607,0.09941659519179337,0.10018790570550057,0.09871099050203523,0.005769848361064985,0.22280307895509974,0.455763374975553,0.5,0.0,0.1871101871101871,0.6577985377741671,0.6558265582655824,0.6581081081081077,0.052215846087940034,0.07681983759405288,0.8671297924727392,0.8707964601769911,0.8679577464788739,0.06804239251982985,0.0
