1629351578.000000, 1629351578.000000, 1629351578.000000
32.000000, 32.000000, 32.000000
57,-12,-17
55,-13,-17
54,-14,-18
51,-13,-20
52,-12,-21
55,-12,-19
58,-12,-19
60,-11,-18
60,-12,-21
58,-12,-21
57,-11,-21
58,-12,-22
56,-13,-22
56,-13,-20
56,-12,-19
57,-12,-19
56,-13,-20
55,-14,-20
55,-15,-20
56,-15,-19
56,-15,-19
57,-14,-19
57,-14,-19
58,-14,-19
57,-15,-19
56,-15,-20
57,-15,-18
56,-16,-18
55,-16,-18
55,-17,-19
55,-18,-18
57,-18,-17
57,-19,-17
56,-19,-17
55,-18,-17
54,-18,-17
54,-18,-18
55,-18,-18
56,-19,-18
56,-19,-18
56,-19,-18
57,-19,-16
56,-19,-17
56,-19,-17
57,-19,-19
57,-19,-19
56,-18,-18
56,-17,-18
56,-17,-17
55,-17,-17
55,-17,-17
55,-17,-18
56,-17,-18
56,-18,-20
56,-19,-19
56,-19,-19
56,-17,-18
55,-16,-17
55,-16,-18
56,-16,-19
56,-17,-19
56,-17,-18
57,-17,-18
56,-16,-18
56,-16,-18
56,-17,-17
55,-16,-18
56,-16,-19
56,-16,-18
57,-16,-19
57,-16,-19
58,-16,-19
57,-15,-18
57,-14,-18
56,-14,-19
56,-14,-19
56,-13,-19
57,-13,-18
57,-13,-18
58,-14,-19
57,-15,-18
57,-14,-17
57,-13,-17
56,-13,-17
57,-12,-18
56,-12,-18
56,-11,-19
57,-10,-18
57,-10,-19
58,-9,-19
58,-9,-19
58,-9,-18
58,-10,-18
58,-10,-18
57,-9,-17
57,-9,-18
56,-8,-19
58,-8,-18
58,-8,-18
58,-9,-18
58,-10,-18
58,-11,-16
57,-11,-17
57,-11,-17
57,-10,-18
57,-9,-18
59,-9,-18
59,-8,-18
59,-8,-18
57,-8,-18
56,-7,-18
56,-7,-19
57,-8,-19
58,-8,-19
59,-9,-19
59,-9,-19
59,-9,-18
59,-8,-18
58,-8,-18
57,-8,-18
57,-8,-19
58,-9,-18
57,-10,-17
57,-10,-17
57,-9,-18
56,-9,-18
57,-8,-17
58,-6,-18
58,-5,-19
59,-5,-19
59,-6,-20
58,-6,-20
59,-7,-19
60,-7,-19
58,-6,-19
58,-6,-20
59,-5,-20
60,-5,-20
61,-5,-20
60,-4,-19
61,-4,-19
64,-4,-18
62,-5,-19
60,-5,-20
56,-3,-21
56,-2,-20
54,-1,-22
52,-1,-21
51,-2,-20
52,-2,-19
50,-2,-19
52,-2,-16
56,-1,-13
58,0,-13
64,-1,-11
65,1,-11
66,3,-16
61,2,-20
59,1,-21
55,0,-23
56,-2,-19
