Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2021-05-16T08:09:39.958;674467773921904598;-997;-1;-263
2021-05-16T08:09:39.998;674467773961435268;-994;-3;-269
2021-05-16T08:09:40.037;674467774000965938;-992;-3;-271
2021-05-16T08:09:40.077;674467774040496608;-992;-4;-274
2021-05-16T08:09:40.116;674467774080027278;-992;-6;-281
2021-05-16T08:09:40.156;674467774119557948;-992;-8;-286
2021-05-16T08:09:40.195;674467774159088618;-991;-7;-292
2021-05-16T08:09:40.235;674467774198619288;-989;-6;-291
2021-05-16T08:09:40.274;674467774238149958;-990;-6;-295
2021-05-16T08:09:40.314;674467774277680628;-988;-7;-304
2021-05-16T08:09:40.353;674467774317211298;-986;-4;-312
2021-05-16T08:09:40.393;674467774356741968;-989;-2;-319
2021-05-16T08:09:40.432;674467774396272638;-992;-6;-317
2021-05-16T08:09:40.472;674467774435803308;-994;-9;-312
2021-05-16T08:09:40.511;674467774475333978;-993;-8;-293
2021-05-16T08:09:40.551;674467774514864648;-994;-8;-281
2021-05-16T08:09:40.591;674467774554395318;-994;-8;-289
2021-05-16T08:09:40.630;674467774593925988;-989;-6;-310
2021-05-16T08:09:40.670;674467774633456658;-986;-6;-316
2021-05-16T08:09:40.709;674467774672987328;-990;-5;-305
2021-05-16T08:09:40.749;674467774712517998;-994;-6;-313
2021-05-16T08:09:40.788;674467774752048668;-994;-11;-310
2021-05-16T08:09:40.828;674467774791579338;-994;-12;-310
2021-05-16T08:09:40.867;674467774831110008;-995;-9;-296
2021-05-16T08:09:40.907;674467774870640678;-994;-7;-277
2021-05-16T08:09:40.946;674467774910180774;-991;-9;-273
2021-05-16T08:09:40.986;674467774949720858;-990;-10;-267
2021-05-16T08:09:41.025;674467774989260942;-990;-10;-261
2021-05-16T08:09:41.065;674467775028801026;-991;-8;-257
2021-05-16T08:09:41.104;674467775068341110;-992;-6;-252
2021-05-16T08:09:41.144;674467775107881194;-993;-6;-249
2021-05-16T08:09:41.184;674467775147421278;-993;-6;-248
2021-05-16T08:09:41.223;674467775186961362;-993;-6;-248
2021-05-16T08:09:41.263;674467775226501446;-994;-7;-245
2021-05-16T08:09:41.302;674467775266041530;-994;-7;-245
2021-05-16T08:09:41.342;674467775305581614;-994;-7;-246
2021-05-16T08:09:41.381;674467775345121698;-1005;-11;-246
2021-05-16T08:09:41.421;674467775384661782;-1007;-11;-246
2021-05-16T08:09:41.460;674467775424201866;-999;-7;-248
2021-05-16T08:09:41.500;674467775463741950;-997;-5;-250
2021-05-16T08:09:41.539;674467775503282034;-996;-2;-249
2021-05-16T08:09:41.579;674467775542822118;-993;3;-253
2021-05-16T08:09:41.618;674467775582362202;-993;3;-256
2021-05-16T08:09:41.658;674467775621902286;-993;3;-258
2021-05-16T08:09:41.698;674467775661442370;-995;5;-261
2021-05-16T08:09:41.737;674467775700982454;-996;7;-258
2021-05-16T08:09:41.777;674467775740522538;-994;7;-259
2021-05-16T08:09:41.816;674467775780062622;-993;8;-269
2021-05-16T08:09:41.856;674467775819602706;-994;10;-272
2021-05-16T08:09:41.895;674467775859142790;-993;11;-267
2021-05-16T08:09:41.935;674467775898682874;-992;12;-264
2021-05-16T08:09:41.974;674467775938222958;-992;9;-261
2021-05-16T08:09:42.014;674467775977763042;-994;4;-260
2021-05-16T08:09:42.053;674467776017303126;-994;2;-259
2021-05-16T08:09:42.093;674467776056843210;-994;4;-258
2021-05-16T08:09:42.132;674467776096383294;-995;5;-258
2021-05-16T08:09:42.172;674467776135923378;-994;4;-259
2021-05-16T08:09:42.212;674467776175463462;-995;8;-258
2021-05-16T08:09:42.251;674467776215003546;-995;7;-260
2021-05-16T08:09:42.291;674467776254543630;-993;2;-261
2021-05-16T08:09:42.330;674467776294083714;-992;-1;-263
2021-05-16T08:09:42.370;674467776333622150;-991;0;-266
2021-05-16T08:09:42.409;674467776373160584;-991;4;-265
2021-05-16T08:09:42.449;674467776412699018;-990;7;-266
2021-05-16T08:09:42.488;674467776452237452;-990;10;-269
2021-05-16T08:09:42.528;674467776491775886;-991;8;-269
2021-05-16T08:09:42.567;674467776531314320;-993;5;-271
2021-05-16T08:09:42.607;674467776570852754;-993;5;-267
2021-05-16T08:09:42.646;674467776610391188;-991;5;-264
2021-05-16T08:09:42.686;674467776649929622;-991;7;-268
2021-05-16T08:09:42.726;674467776689468056;-991;9;-275
2021-05-16T08:09:42.765;674467776729006490;-992;7;-276
2021-05-16T08:09:42.805;674467776768544924;-992;5;-275
2021-05-16T08:09:42.844;674467776808083358;-992;5;-272
2021-05-16T08:09:42.884;674467776847621792;-992;6;-267
2021-05-16T08:09:42.923;674467776887160226;-994;6;-264
2021-05-16T08:09:42.963;674467776926698660;-995;6;-263
2021-05-16T08:09:43.002;674467776966237094;-995;5;-263
2021-05-16T08:09:43.042;674467777005775528;-995;2;-262
2021-05-16T08:09:43.081;674467777045313962;-995;3;-263
2021-05-16T08:09:43.121;674467777084852396;-994;6;-265
2021-05-16T08:09:43.160;674467777124390830;-995;5;-265
2021-05-16T08:09:43.200;674467777163929264;-994;5;-264
2021-05-16T08:09:43.240;674467777203467698;-994;5;-265
2021-05-16T08:09:43.279;674467777243006132;-994;3;-268
2021-05-16T08:09:43.319;674467777282544566;-993;4;-270
2021-05-16T08:09:43.358;674467777322083000;-992;4;-270
2021-05-16T08:09:43.398;674467777361621434;-992;5;-267
2021-05-16T08:09:43.437;674467777401159868;-991;4;-263
2021-05-16T08:09:43.477;674467777440698302;-991;4;-265
2021-05-16T08:09:43.516;674467777480236736;-992;4;-267
2021-05-16T08:09:43.556;674467777519775170;-992;4;-263
2021-05-16T08:09:43.595;674467777559313604;-993;5;-260
2021-05-16T08:09:43.635;674467777598852038;-993;4;-260
2021-05-16T08:09:43.674;674467777638390472;-991;4;-261
2021-05-16T08:09:43.714;674467777677928906;-991;4;-259
2021-05-16T08:09:43.754;674467777717467340;-993;3;-256
2021-05-16T08:09:43.793;674467777757005566;-994;4;-256
2021-05-16T08:09:43.833;674467777796543776;-993;5;-257
2021-05-16T08:09:43.872;674467777836081986;-993;6;-258
2021-05-16T08:09:43.912;674467777875620196;-993;4;-260
2021-05-16T08:09:43.951;674467777915158406;-993;1;-261
2021-05-16T08:09:43.991;674467777954696616;-993;2;-264
2021-05-16T08:09:44.030;674467777994234826;-992;5;-268
2021-05-16T08:09:44.070;674467778033773036;-991;7;-267
2021-05-16T08:09:44.109;674467778073311246;-991;3;-264
2021-05-16T08:09:44.149;674467778112849456;-991;1;-263
2021-05-16T08:09:44.188;674467778152387666;-992;3;-262
2021-05-16T08:09:44.228;674467778191925876;-993;3;-263
2021-05-16T08:09:44.268;674467778231464086;-993;4;-264
2021-05-16T08:09:44.307;674467778271002296;-994;7;-259
2021-05-16T08:09:44.347;674467778310540506;-994;8;-260
2021-05-16T08:09:44.386;674467778350078716;-992;5;-258
2021-05-16T08:09:44.426;674467778389616926;-991;3;-258
2021-05-16T08:09:44.465;674467778429155136;-992;4;-258
2021-05-16T08:09:44.505;674467778468693346;-992;4;-257
2021-05-16T08:09:44.544;674467778508231556;-993;0;-257
2021-05-16T08:09:44.584;674467778547769766;-993;0;-256
2021-05-16T08:09:44.623;674467778587307976;-993;1;-261
2021-05-16T08:09:44.663;674467778626846186;-994;1;-262
2021-05-16T08:09:44.702;674467778666384396;-994;2;-256
2021-05-16T08:09:44.742;674467778705922606;-993;2;-256
2021-05-16T08:09:44.782;674467778745460816;-995;3;-257
2021-05-16T08:09:44.821;674467778784999026;-998;5;-258
2021-05-16T08:09:44.861;674467778824537236;-998;3;-259
2021-05-16T08:09:44.900;674467778864075446;-995;-1;-256
2021-05-16T08:09:44.940;674467778903613656;-994;-1;-256
2021-05-16T08:09:44.979;674467778943151866;-995;-3;-254
2021-05-16T08:09:45.019;674467778982690076;-994;-1;-253
2021-05-16T08:09:45.058;674467779022228286;-993;2;-252
2021-05-16T08:09:45.098;674467779061766496;-993;1;-250
2021-05-16T08:09:45.137;674467779101304706;-994;0;-248
2021-05-16T08:09:45.177;674467779140842916;-994;0;-246
2021-05-16T08:09:45.216;674467779180374601;-996;1;-245
2021-05-16T08:09:45.256;674467779219906252;-997;2;-243
2021-05-16T08:09:45.296;674467779259437903;-997;-1;-244
2021-05-16T08:09:45.335;674467779298969554;-997;-2;-244
2021-05-16T08:09:45.375;674467779338501205;-996;-2;-246
2021-05-16T08:09:45.414;674467779378032856;-995;1;-248
2021-05-16T08:09:45.454;674467779417564507;-996;0;-246
2021-05-16T08:09:45.493;674467779457096158;-998;0;-244
2021-05-16T08:09:45.533;674467779496627809;-998;1;-244
2021-05-16T08:09:45.572;674467779536159460;-998;0;-243
2021-05-16T08:09:45.612;674467779575691111;-998;0;-242
2021-05-16T08:09:45.651;674467779615222762;-999;-1;-237
2021-05-16T08:09:45.691;674467779654754413;-998;0;-235
2021-05-16T08:09:45.730;674467779694286064;-997;0;-235
2021-05-16T08:09:45.770;674467779733817715;-999;-1;-234
2021-05-16T08:09:45.809;674467779773349366;-999;-2;-227
2021-05-16T08:09:45.849;674467779812881017;-997;-4;-226
2021-05-16T08:09:45.889;674467779852412668;-998;-2;-230
2021-05-16T08:09:45.928;674467779891944319;-999;-2;-225
2021-05-16T08:09:45.968;674467779931475970;-1000;-3;-222
2021-05-16T08:09:46.007;674467779971007621;-1004;-4;-223
2021-05-16T08:09:46.047;674467780010539272;-1004;-4;-222
2021-05-16T08:09:46.086;674467780050070923;-1003;-2;-217
2021-05-16T08:09:46.126;674467780089602574;-1003;1;-208
2021-05-16T08:09:46.165;674467780129134225;-1007;1;-214
2021-05-16T08:09:46.205;674467780168665876;-1006;-3;-220
2021-05-16T08:09:46.244;674467780208197527;-1007;-1;-216
2021-05-16T08:09:46.284;674467780247729178;-1008;1;-209
2021-05-16T08:09:46.323;674467780287260829;-1004;-1;-204
2021-05-16T08:09:46.363;674467780326792480;-1002;0;-205
2021-05-16T08:09:46.402;674467780366324131;-1001;-1;-204
2021-05-16T08:09:46.442;674467780405855782;-1001;-1;-203
2021-05-16T08:09:46.481;674467780445387433;-998;-2;-194
2021-05-16T08:09:46.521;674467780484919084;-998;-3;-191
2021-05-16T08:09:46.561;674467780524450735;-1003;0;-194
2021-05-16T08:09:46.600;674467780563982386;-1006;1;-192
2021-05-16T08:09:46.640;674467780603501415;-1004;1;-189
2021-05-16T08:09:46.679;674467780643020440;-1002;-2;-189
2021-05-16T08:09:46.719;674467780682539465;-1002;-3;-190
2021-05-16T08:09:46.758;674467780722058490;-1003;-3;-193
2021-05-16T08:09:46.798;674467780761577515;-1003;-3;-193
2021-05-16T08:09:46.837;674467780801096540;-1000;-2;-190
2021-05-16T08:09:46.877;674467780840615565;-995;-1;-194
2021-05-16T08:09:46.916;674467780880134590;-998;0;-198
2021-05-16T08:09:46.956;674467780919653615;-1002;1;-197
2021-05-16T08:09:46.995;674467780959172640;-1005;3;-198
2021-05-16T08:09:47.035;674467780998691665;-1006;2;-203
2021-05-16T08:09:47.074;674467781038210690;-1006;0;-205
2021-05-16T08:09:47.114;674467781077729715;-1007;2;-207
2021-05-16T08:09:47.153;674467781117248740;-1003;1;-205
2021-05-16T08:09:47.193;674467781156767765;-1000;-1;-207
2021-05-16T08:09:47.232;674467781196286790;-1001;-2;-216
2021-05-16T08:09:47.272;674467781235805815;-1001;-2;-217
2021-05-16T08:09:47.311;674467781275324840;-1001;-4;-221
2021-05-16T08:09:47.351;674467781314843865;-1002;-5;-227
2021-05-16T08:09:47.390;674467781354362890;-1002;-3;-228
2021-05-16T08:09:47.430;674467781393881915;-999;0;-227
2021-05-16T08:09:47.470;674467781433400940;-999;0;-229
2021-05-16T08:09:47.509;674467781472919965;-999;1;-231
2021-05-16T08:09:47.549;674467781512438990;-996;0;-236
2021-05-16T08:09:47.588;674467781551958015;-994;-1;-240
2021-05-16T08:09:47.628;674467781591477040;-995;2;-239
2021-05-16T08:09:47.667;674467781630996065;-999;3;-239
2021-05-16T08:09:47.707;674467781670515090;-1001;3;-238
2021-05-16T08:09:47.746;674467781710034115;-1000;0;-236
2021-05-16T08:09:47.786;674467781749553140;-997;-2;-237
2021-05-16T08:09:47.825;674467781789072165;-997;1;-237
2021-05-16T08:09:47.865;674467781828591190;-996;3;-235
2021-05-16T08:09:47.904;674467781868110215;-995;1;-235
2021-05-16T08:09:47.944;674467781907629240;-995;0;-236
2021-05-16T08:09:47.983;674467781947148265;-998;4;-235
2021-05-16T08:09:48.023;674467781986667290;-1000;8;-237
2021-05-16T08:09:48.062;674467782026186628;-1002;8;-239
2021-05-16T08:09:48.102;674467782065705966;-1001;6;-238
2021-05-16T08:09:48.141;674467782105225304;-999;4;-240
2021-05-16T08:09:48.181;674467782144744642;-998;3;-241
2021-05-16T08:09:48.220;674467782184263980;-998;0;-239
2021-05-16T08:09:48.260;674467782223783318;-998;-1;-238
2021-05-16T08:09:48.299;674467782263302656;-1000;0;-237
2021-05-16T08:09:48.339;674467782302821994;-1000;1;-237
2021-05-16T08:09:48.378;674467782342341332;-1001;4;-234
2021-05-16T08:09:48.418;674467782381860670;-1000;3;-235
2021-05-16T08:09:48.457;674467782421380008;-1001;0;-241
2021-05-16T08:09:48.497;674467782460899346;-1002;4;-239
2021-05-16T08:09:48.537;674467782500418684;-998;7;-233
2021-05-16T08:09:48.576;674467782539938022;-998;4;-233
2021-05-16T08:09:48.616;674467782579457360;-998;2;-235
2021-05-16T08:09:48.655;674467782618976698;-999;2;-234
2021-05-16T08:09:48.695;674467782658496036;-997;3;-233
2021-05-16T08:09:48.734;674467782698015374;-995;5;-231
2021-05-16T08:09:48.774;674467782737534712;-994;6;-230
2021-05-16T08:09:48.813;674467782777054050;-994;6;-233
2021-05-16T08:09:48.853;674467782816573388;-996;4;-236
2021-05-16T08:09:48.892;674467782856092726;-1000;2;-237
2021-05-16T08:09:48.932;674467782895612064;-1001;5;-237
2021-05-16T08:09:48.971;674467782935131402;-1001;4;-237
2021-05-16T08:09:49.011;674467782974650740;-999;2;-236
2021-05-16T08:09:49.050;674467783014170078;-998;3;-236
2021-05-16T08:09:49.090;674467783053689416;-998;2;-236
2021-05-16T08:09:49.129;674467783093208754;-997;-1;-237
2021-05-16T08:09:49.169;674467783132728092;-997;0;-237
2021-05-16T08:09:49.208;674467783172247430;-998;2;-239
2021-05-16T08:09:49.248;674467783211766768;-999;2;-240
2021-05-16T08:09:49.287;674467783251286106;-999;3;-240
2021-05-16T08:09:49.327;674467783290805444;-999;3;-240
2021-05-16T08:09:49.366;674467783330324782;-998;1;-240
2021-05-16T08:09:49.406;674467783369844120;-999;2;-239
2021-05-16T08:09:49.445;674467783409363458;-999;3;-238
2021-05-16T08:09:49.485;674467783448893655;-1004;6;-239
2021-05-16T08:09:49.525;674467783488423834;-1003;5;-239
2021-05-16T08:09:49.564;674467783527954013;-999;2;-239
2021-05-16T08:09:49.604;674467783567484192;-999;3;-237
2021-05-16T08:09:49.643;674467783607014371;-999;2;-236
2021-05-16T08:09:49.683;674467783646544550;-999;2;-239
2021-05-16T08:09:49.722;674467783686074729;-996;2;-239
2021-05-16T08:09:49.762;674467783725604908;-995;3;-238
2021-05-16T08:09:49.801;674467783765135087;-994;4;-237
2021-05-16T08:09:49.841;674467783804665266;-994;6;-235
2021-05-16T08:09:49.880;674467783844195445;-995;6;-234
2021-05-16T08:09:49.920;674467783883725624;-999;5;-236
2021-05-16T08:09:49.959;674467783923255803;-999;5;-236
2021-05-16T08:09:49.999;674467783962785982;-998;2;-236
2021-05-16T08:09:50.038;674467784002316161;-998;0;-238
2021-05-16T08:09:50.078;674467784041846340;-997;0;-240
2021-05-16T08:09:50.117;674467784081376519;-998;4;-241
2021-05-16T08:09:50.157;674467784120906698;-1000;6;-241
2021-05-16T08:09:50.197;674467784160436877;-999;5;-241
2021-05-16T08:09:50.236;674467784199967056;-999;4;-240
2021-05-16T08:09:50.276;674467784239497235;-1002;5;-240
2021-05-16T08:09:50.315;674467784279027414;-1001;7;-242
2021-05-16T08:09:50.355;674467784318557593;-998;5;-242
2021-05-16T08:09:50.394;674467784358087772;-996;2;-240
2021-05-16T08:09:50.434;674467784397617951;-996;-1;-238
2021-05-16T08:09:50.473;674467784437148130;-998;0;-238
2021-05-16T08:09:50.513;674467784476678309;-997;3;-240
2021-05-16T08:09:50.552;674467784516208488;-995;4;-239
2021-05-16T08:09:50.592;674467784555738667;-993;2;-238
2021-05-16T08:09:50.631;674467784595268846;-996;1;-239
2021-05-16T08:09:50.671;674467784634799025;-999;1;-240
2021-05-16T08:09:50.710;674467784674329204;-998;3;-239
2021-05-16T08:09:50.750;674467784713859383;-999;5;-238
2021-05-16T08:09:50.789;674467784753389562;-1000;3;-238
2021-05-16T08:09:50.829;674467784792919741;-1000;2;-238
2021-05-16T08:09:50.869;674467784832449920;-998;3;-239
2021-05-16T08:09:50.908;674467784871984534;-997;1;-240
2021-05-16T08:09:50.948;674467784911519130;-997;1;-240
2021-05-16T08:09:50.987;674467784951053726;-997;2;-241
2021-05-16T08:09:51.027;674467784990588322;-997;3;-239
2021-05-16T08:09:51.066;674467785030122918;-997;5;-237
2021-05-16T08:09:51.106;674467785069657514;-997;7;-238
2021-05-16T08:09:51.145;674467785109192110;-998;7;-239
2021-05-16T08:09:51.185;674467785148726706;-998;6;-237
2021-05-16T08:09:51.224;674467785188261302;-999;6;-235
2021-05-16T08:09:51.264;674467785227795898;-999;5;-235
2021-05-16T08:09:51.303;674467785267330494;-1000;6;-236
2021-05-16T08:09:51.343;674467785306865090;-1000;7;-236
2021-05-16T08:09:51.383;674467785346399686;-1000;6;-235
2021-05-16T08:09:51.422;674467785385934282;-1000;6;-233
2021-05-16T08:09:51.462;674467785425468878;-999;4;-232
2021-05-16T08:09:51.501;674467785465003474;-999;4;-232
2021-05-16T08:09:51.541;674467785504538070;-999;5;-232
2021-05-16T08:09:51.580;674467785544072666;-998;4;-226
2021-05-16T08:09:51.620;674467785583607262;-999;0;-223
2021-05-16T08:09:51.659;674467785623141858;-1001;-2;-225
2021-05-16T08:09:51.699;674467785662676454;-1003;2;-226
2021-05-16T08:09:51.738;674467785702211050;-1002;5;-223
2021-05-16T08:09:51.778;674467785741745646;-1000;4;-221
2021-05-16T08:09:51.817;674467785781280242;-1000;1;-222
2021-05-16T08:09:51.857;674467785820814838;-1000;-3;-221
2021-05-16T08:09:51.896;674467785860349434;-1002;-4;-220
2021-05-16T08:09:51.936;674467785899884030;-1001;-4;-215
2021-05-16T08:09:51.976;674467785939418626;-1002;-3;-213
2021-05-16T08:09:52.015;674467785978953222;-1003;0;-213
2021-05-16T08:09:52.055;674467786018487818;-1004;2;-210
2021-05-16T08:09:52.094;674467786058022414;-1005;3;-209
2021-05-16T08:09:52.134;674467786097557010;-1003;2;-208
2021-05-16T08:09:52.173;674467786137091606;-1002;0;-208
2021-05-16T08:09:52.213;674467786176626202;-1003;0;-209
2021-05-16T08:09:52.252;674467786216160798;-1006;3;-206
2021-05-16T08:09:52.292;674467786255695394;-1005;4;-202
2021-05-16T08:09:52.331;674467786295236371;-1004;1;-200
2021-05-16T08:09:52.371;674467786334777348;-1002;-1;-199
2021-05-16T08:09:52.410;674467786374318325;-1004;3;-199
2021-05-16T08:09:52.450;674467786413859302;-1006;6;-197
2021-05-16T08:09:52.490;674467786453400279;-1005;6;-195
2021-05-16T08:09:52.529;674467786492941256;-1007;8;-199
2021-05-16T08:09:52.569;674467786532482233;-1009;5;-198
2021-05-16T08:09:52.608;674467786572023210;-1009;6;-195
2021-05-16T08:09:52.648;674467786611564187;-1012;8;-192
2021-05-16T08:09:52.687;674467786651105164;-1010;5;-185
2021-05-16T08:09:52.727;674467786690646141;-1008;4;-179
2021-05-16T08:09:52.766;674467786730187118;-1007;5;-174
2021-05-16T08:09:52.806;674467786769728095;-1010;7;-173
2021-05-16T08:09:52.845;674467786809269072;-1011;7;-170
2021-05-16T08:09:52.885;674467786848810049;-1010;7;-175
2021-05-16T08:09:52.924;674467786888351026;-1008;5;-178
2021-05-16T08:09:52.964;674467786927892003;-1006;4;-172
2021-05-16T08:09:53.004;674467786967432980;-1007;4;-169
2021-05-16T08:09:53.043;674467787006973957;-1008;3;-170
2021-05-16T08:09:53.083;674467787046514934;-1006;1;-173
2021-05-16T08:09:53.122;674467787086055911;-1007;2;-171
2021-05-16T08:09:53.162;674467787125596888;-1009;0;-168
2021-05-16T08:09:53.201;674467787165137865;-1009;0;-170
2021-05-16T08:09:53.241;674467787204678842;-1009;1;-172
2021-05-16T08:09:53.280;674467787244219819;-1011;2;-173
2021-05-16T08:09:53.320;674467787283760796;-1011;2;-174
2021-05-16T08:09:53.359;674467787323301773;-1009;4;-170
2021-05-16T08:09:53.399;674467787362842750;-1006;4;-173
2021-05-16T08:09:53.438;674467787402383727;-1003;0;-182
2021-05-16T08:09:53.478;674467787441924704;-1006;-1;-180
2021-05-16T08:09:53.518;674467787481465681;-1009;-1;-170
2021-05-16T08:09:53.557;674467787521006658;-1010;1;-163
2021-05-16T08:09:53.597;674467787560547635;-1008;2;-165
2021-05-16T08:09:53.636;674467787600088612;-1006;0;-169
2021-05-16T08:09:53.676;674467787639629589;-1007;-1;-168
2021-05-16T08:09:53.715;674467787679170566;-1003;0;-165
2021-05-16T08:09:53.755;674467787718703700;-999;0;-169
2021-05-16T08:09:53.794;674467787758236824;-1001;1;-178
2021-05-16T08:09:53.834;674467787797769948;-1006;3;-180
2021-05-16T08:09:53.873;674467787837303072;-1012;3;-183
2021-05-16T08:09:53.913;674467787876836196;-1012;1;-188
2021-05-16T08:09:53.952;674467787916369320;-1011;2;-190
2021-05-16T08:09:53.992;674467787955902444;-1010;5;-191
2021-05-16T08:09:54.032;674467787995435568;-1008;6;-193
2021-05-16T08:09:54.071;674467788034968692;-1007;5;-195
2021-05-16T08:09:54.111;674467788074501816;-1007;4;-199
2021-05-16T08:09:54.150;674467788114034940;-1005;3;-201
2021-05-16T08:09:54.190;674467788153568064;-1008;3;-207
2021-05-16T08:09:54.229;674467788193101188;-1012;1;-212
2021-05-16T08:09:54.269;674467788232634312;-1009;3;-215
2021-05-16T08:09:54.308;674467788272167436;-1005;4;-213
2021-05-16T08:09:54.348;674467788311700560;-1007;4;-212
2021-05-16T08:09:54.387;674467788351233684;-1006;2;-216
2021-05-16T08:09:54.427;674467788390766808;-1002;1;-215
2021-05-16T08:09:54.466;674467788430299932;-1002;1;-216
2021-05-16T08:09:54.506;674467788469833056;-1002;3;-220
2021-05-16T08:09:54.545;674467788509366180;-1004;4;-219
2021-05-16T08:09:54.585;674467788548899304;-1003;3;-216
2021-05-16T08:09:54.625;674467788588432428;-1000;3;-218
2021-05-16T08:09:54.664;674467788627965552;-1000;3;-215
2021-05-16T08:09:54.704;674467788667498676;-1001;3;-213
2021-05-16T08:09:54.743;674467788707031800;-1002;2;-217
2021-05-16T08:09:54.783;674467788746564924;-1003;3;-221
2021-05-16T08:09:54.822;674467788786098048;-1003;2;-224
2021-05-16T08:09:54.862;674467788825631172;-1002;1;-228
2021-05-16T08:09:54.901;674467788865164296;-1002;3;-229
2021-05-16T08:09:54.941;674467788904697420;-1000;3;-227
2021-05-16T08:09:54.980;674467788944230544;-1007;5;-228
2021-05-16T08:09:55.020;674467788983763668;-1009;4;-227
2021-05-16T08:09:55.059;674467789023296792;-1001;1;-224
2021-05-16T08:09:55.099;674467789062829916;-1000;4;-223
2021-05-16T08:09:55.138;674467789102363040;-1004;3;-224
2021-05-16T08:09:55.178;674467789141897338;-1004;3;-224
2021-05-16T08:09:55.218;674467789181431622;-1001;5;-219
2021-05-16T08:09:55.257;674467789220965906;-1001;2;-219
2021-05-16T08:09:55.297;674467789260500190;-999;3;-225
2021-05-16T08:09:55.336;674467789300034474;-997;3;-224
2021-05-16T08:09:55.376;674467789339568758;-995;0;-221
2021-05-16T08:09:55.415;674467789379103042;-997;-1;-223
2021-05-16T08:09:55.455;674467789418637326;-1001;-1;-225
2021-05-16T08:09:55.494;674467789458171610;-1000;-4;-226
2021-05-16T08:09:55.534;674467789497705894;-999;-4;-229
2021-05-16T08:09:55.573;674467789537240178;-1003;-2;-229
2021-05-16T08:09:55.613;674467789576774462;-1005;2;-227
2021-05-16T08:09:55.652;674467789616308746;-1004;4;-226
2021-05-16T08:09:55.692;674467789655843030;-1003;3;-227
2021-05-16T08:09:55.731;674467789695377314;-1002;3;-231
2021-05-16T08:09:55.771;674467789734911598;-1001;3;-231
2021-05-16T08:09:55.811;674467789774445882;-1005;4;-232
2021-05-16T08:09:55.850;674467789813980166;-1005;3;-234
2021-05-16T08:09:55.890;674467789853514450;-1002;2;-233
2021-05-16T08:09:55.929;674467789893048734;-1004;4;-228
2021-05-16T08:09:55.969;674467789932583018;-1006;4;-227
2021-05-16T08:09:56.008;674467789972117302;-1007;4;-228
2021-05-16T08:09:56.048;674467790011651586;-1004;0;-227
2021-05-16T08:09:56.087;674467790051185870;-1000;-2;-225
2021-05-16T08:09:56.127;674467790090720154;-999;0;-223
2021-05-16T08:09:56.166;674467790130254438;-997;1;-221
2021-05-16T08:09:56.206;674467790169788722;-995;3;-223
2021-05-16T08:09:56.245;674467790209323006;-998;8;-227
2021-05-16T08:09:56.285;674467790248857290;-1002;10;-226
2021-05-16T08:09:56.324;674467790288391574;-1002;6;-226
2021-05-16T08:09:56.364;674467790327925858;-1001;4;-228
2021-05-16T08:09:56.404;674467790367460142;-1001;3;-228
2021-05-16T08:09:56.443;674467790406994426;-1001;5;-230
2021-05-16T08:09:56.483;674467790446528710;-1000;5;-232
2021-05-16T08:09:56.522;674467790486062994;-999;4;-233
2021-05-16T08:09:56.562;674467790525597278;-999;3;-234
2021-05-16T08:09:56.601;674467790565129801;-1000;4;-233
2021-05-16T08:09:56.641;674467790604662300;-1002;5;-230
2021-05-16T08:09:56.680;674467790644194799;-1003;4;-229
2021-05-16T08:09:56.720;674467790683727298;-1000;3;-227
2021-05-16T08:09:56.759;674467790723259797;-1003;5;-228
2021-05-16T08:09:56.799;674467790762792296;-1004;4;-227
2021-05-16T08:09:56.838;674467790802324795;-998;1;-225
2021-05-16T08:09:56.878;674467790841857294;-997;4;-222
2021-05-16T08:09:56.917;674467790881389793;-999;5;-219
2021-05-16T08:09:56.957;674467790920922292;-1003;5;-221
2021-05-16T08:09:56.997;674467790960454791;-1004;7;-223
2021-05-16T08:09:57.036;674467790999987290;-1004;7;-227
2021-05-16T08:09:57.076;674467791039519789;-1003;7;-229
2021-05-16T08:09:57.115;674467791079052288;-1002;9;-226
2021-05-16T08:09:57.155;674467791118584787;-1001;9;-224
2021-05-16T08:09:57.194;674467791158117286;-999;5;-223
2021-05-16T08:09:57.234;674467791197649785;-998;3;-225
2021-05-16T08:09:57.273;674467791237182284;-998;2;-228
2021-05-16T08:09:57.313;674467791276714783;-1000;1;-229
2021-05-16T08:09:57.352;674467791316247282;-1002;-1;-232
2021-05-16T08:09:57.392;674467791355779781;-1002;-2;-234
2021-05-16T08:09:57.431;674467791395312280;-1001;2;-232
2021-05-16T08:09:57.471;674467791434844779;-999;3;-231
2021-05-16T08:09:57.510;674467791474377278;-998;3;-230
2021-05-16T08:09:57.550;674467791513909777;-998;4;-228
2021-05-16T08:09:57.590;674467791553442276;-997;4;-230
2021-05-16T08:09:57.629;674467791592974775;-997;1;-229
2021-05-16T08:09:57.669;674467791632507274;-997;-2;-228
2021-05-16T08:09:57.708;674467791672039773;-996;-3;-232
2021-05-16T08:09:57.748;674467791711572272;-998;1;-232
2021-05-16T08:09:57.787;674467791751104771;-999;6;-232
2021-05-16T08:09:57.827;674467791790637270;-999;7;-232
2021-05-16T08:09:57.866;674467791830169769;-1000;6;-230
2021-05-16T08:09:57.906;674467791869702268;-1000;6;-229
